uid,name,comp1,comp2,cluster,views,likes
055056d5ff2945dbb69e6788b074f2f5,Wonder Woman,-27.86333809621493,-3.9497593270745504,1,3645,69
055be86d49584e1a9b1e5b17644ed034,ADELAIDE CREATIVE COMMUNITY HUB,40.71551662314215,-17.2352551412707,0,4817,0
0561106591244353a3ef573fe4e1f7a8,Rose the bomber,-31.063337593451543,-12.907374742729557,2,2502,62
056ab4ffcaa6461c9e413085b0ccdc1a,Venus of Willendorf,6.346505067263892,41.97565861853197,3,10343,102
0573993575f2484b8e1e1c41ad2d246f,Hercules and Lichas,21.66181651262973,54.39197180179542,3,7714,249
057d318b3559402ea8692a3c3bde2462,3dabout.me scan comparison,-30.90682622872941,13.73176418561933,1,3304,2
057eb1a37ebf4f8db1279d457b87354e,Corvo's Mask (Dishonored 2),-0.2739078200037781,16.586122864463555,3,4332,26
058ad515b42c4ff8a5c044d8e5ee822f,Tiefling Warlock,-31.907371386432946,7.028627475523259,1,2657,31
058f6bf8223f4426b5c6a96b3a9d9e83,Old Gun Fighter,-32.70162768934185,-7.152223020866536,1,2405,57
05940cf8ceaa44b4852bb6f04537cb97,"Point Cloud Demo: Natural History Museum, London",66.35136826753134,8.92778746109555,0,13743,173
059776bc387c4d7186d7d3caf63c4358,Female warrior base model,-29.08009200527727,39.60680763059359,3,14304,233
059e50d9f43c4e92b6bc9d8d545f664d,Dragon,-13.022270052859664,23.195001639169767,1,3256,140
05c0ac39b61f403ba3693a2a8c6498b7,Harold Washington Library Center,56.271370148289385,-35.597334855455394,0,3233,4
05c0b469befa48aea2a0435a657c95de,Forestica - Tilt Brush,-1.871876599067108,-3.075843141125524,2,3137,109
05c3c345c62a4eb6a577866f0215eee7,Knitted Bear — 123D Catch Review,-16.233553331315377,-19.34430243031916,2,3304,3
05e4c19c9f5a44738fc6e4936d77733d,FBI Building Asset,35.83401165282903,9.744975762895027,0,3787,36
05efd474a8fc4b17b10245906e62428d,Egyptian bust of a woman,5.390734215747887,43.80812039990434,3,2480,75
061485605b5945bd8c2a93aad3d71151,Ina 10058 - Posing Bikini Girl,-25.413542541575385,14.335122298578773,1,5206,57
0614a9d6db8c4b4081ae724882c00c00,Cogumelinho,-12.066668433493096,-28.308796106163776,2,3077,95
0619ffa9b3ef4efebbba09ecf45c3f7c,Women woman girl leg 3d model,-29.673270455476523,25.97946292233777,1,4746,41
061f21b790494f2c9ea4d5a92cbe1fb2,Geralt of Rivia,-9.369306031340107,3.78383359034659,1,2860,34
0623646005a3455b9e72c5f63062a74f,DEMOGORGON,-26.47954837829574,32.36482034371265,1,19206,179
06356cbc491a4f699c88ed3ee05c02e6,BALCON K1- F1,31.55322061114952,-2.2021174695370243,0,2838,0
063e0e96abea42c3a25b0fa64ba1440a,Lord of the Rings: The Witch-king of Angmar,-23.0621732599283,5.152434601898172,1,5685,52
0641cc113cfb4a6ba7269aa696ae1512,RPG Reptile Mage,-18.35853902809022,-36.7416441139558,2,25983,841
064dcc245d6c4b6ca8990d3345236c7c,Eldridge,-24.813093918305427,-24.9127323028095,2,2804,65
0651b43f9a5c4c228821fda0aa936f01,Spider-Man Homecoming,-30.067113691776825,-22.536527785132705,2,3995,57
0654799419a642c7b5e39d9148b0b81a,Lowpoly People Casual Pack Vol.1,-5.829922960020216,16.04714096872216,1,21360,195
0656004c8e3546dd85f6370c234f4f78,Kanna - カンナ（小林さんちのメイドラゴン）,-10.989077737524008,-34.50705266902062,2,2607,37
065bfb95edcf4a4d9cee9ae9997212cd,Fast Zbrush Orc Sculpting,-10.798339645763692,51.07102787612422,3,5936,188
065cb734d68446ec90e3b43da86a5530,Old vilage house_LOD_0,57.744550129079855,-20.296284563320352,0,10734,45
065dc5b897424b13830c834c6319982d,SUPER SAIYAN SON GOKU,-24.590407418284293,-4.0544920781886775,1,3423,81
066bedafa32c4e15958d2f8502ab8082,Minecraft Wood Shop & Mill,65.00449570310106,-22.74458029027816,0,8839,7
0671c254c784435b87264c55b6d4a0ec,SeaDeer - underwater creatures,-13.34355731577906,0.9825299769709832,1,6804,304
0674ef81190b478097aab6b30cb3a83e,Ciri Burton,1.9937911418885463,13.054017205555825,3,4645,142
067804da2c874efe90d854abcf3454be,"Urn Tomb, Petra",65.73150725147617,32.63481788331016,0,4913,96
067f7702dbaa4ce6b97bca5d15aee6f9,Warcraft Draenei Fanart,-14.36955010592682,5.838897534743994,1,45025,586
06a2d081c78846379f4fb649036c3fce,Popola - Nier: Automata,-35.59547833866893,2.59555728466252,1,4095,76
06aa20d3763c445f949b15e29a5e9e78,Picnic Girl,-16.266172049389034,9.158879476615688,1,42123,272
06cf92d2cce24c8e9dab488ea4543612,Full Body Scan - Artec 3D Scanner,-24.42217900641376,33.46112013127108,1,10428,116
06d4f6ca606c4c16864bb87943b99f7e,Old Maggini Violin,3.6327744312031767,5.361613981835657,1,6002,123
06d69067eeec4f3eaa93f4efee30931b,Voxelised Aloy. Horizon Zero Dawn.,-12.057348831071788,23.8268925796588,3,5362,22
06f1e4c56b804e6e932cb27a9c7c5e1a,The Sigil Project - Indigo Sigil,-8.831627231805651,-26.308661775323245,2,75471,15
06f42b791bc44e76946a4b04629652ca,Ancient Egyptian sword with its sheath,11.75683282521029,11.74866380791182,3,3091,82
07077f0452a8477f96ad078fa228b820,Modular Building 01 example,67.8986573149291,-34.76441743670557,0,2385,0
0709bf31215a4d14b8a004b8e53c78b6,Medieval city - Arvalone (Voxel/Minecraft),49.97307079460318,6.011429249287185,0,4482,9
070bbd21e9314beaa108217dfe393f7b,Girl,-18.59999095935066,14.052065365193352,1,4473,74
070fa74e18d64a50a86d1212c1058ec8,Ancient Palace - Faceted Style,30.956913604914035,-12.391196134166169,0,6274,84
0717cd2046a043529f52c686710cb3b8,FNAF Party Star Model by AndyTheBear,26.09092704762428,-22.82646393828456,0,2270,6
0730633d9748472099e3ce99ca22933d,Beast,-21.17862025671675,-7.26457876005856,1,3182,275
073314e190894e618c6e6963cb71b196,College of Science - UOS,61.5046637855875,-22.49011481155293,0,6301,0
0734cf9a27e044a3984a87b0342451f3,head,15.686785579351998,28.784624789608426,3,3529,2
07463a2658e04d6ab8a42b5639a35d63,Sword,16.478259820856465,22.50626670621112,3,5271,115
07496792f3484e60bb74c20f856b2656,The Seeing Eye (Interior Concept),40.18571880341303,-37.414127319534586,0,3833,140
074f95c65c414dd287439650e3324405,Charlotte Downs,-26.030038988408776,15.01557801094368,1,4230,84
075d5afd521b46dd83bea37ad11f1b4f,Megumin's Hat,-8.345178743615755,-26.105978366881576,2,4064,57
075fadb970ab4bef8140707787578cc4,Girl Sculpt,-17.82798054626007,26.04084742072219,1,5490,120
076f1599f93440ceb6524fea958080e4,Dwarf Miner,-10.910714170198842,-14.866472101712471,2,3801,147
077c8e7e34764fe69b0d5b5d2790421c,Old Sneakers 3D Scanning,-8.607983323112819,24.542405772501034,3,3642,10
078286507e9d48ca9618e03922ee8edb,Anya,5.757406512429517,13.183954593081223,3,12040,9
079292f3e6a94fe79d72477662b68dce,Optimus Prime TLK 2017,-10.71191161780938,-1.5511390995074783,1,2681,22
079a993a4fd04fe29881104fd441b98b,Steven Universe - White Diamond,-18.681680136438963,-23.884908588777886,2,4380,86
07a5a8d4d8664d51a30374d7385e978a,Naga Armor,-11.974300727494809,26.175535237267024,3,4600,176
07a64ed459ec43b1b112060f21596c7a,Diablo Skull,-10.73385514219098,4.273059497087946,1,7528,242
07b364194c944d0585ee71f686143d96,Shack on the Water,43.46935762360174,-21.65718124535462,0,14085,409
07b3b8de832c4dc78b52d649bbf711e8,A portrait,-16.27635497273154,14.487057529544616,1,2924,76
